ix,mw,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66
210,51.9,6.482110894,-3.00108277,-2.620278257,-8.149327058,13.90157674,37.27948637,18.01536356,-4.20670011,2.094435178,-0.202265149,10.5613082,8.887634315,0.252422812,5.055155244,7.8918329,1.53099082,11.74874847,-3.787241242,6.504551099,4.443341043,20.08739853,18.46754383,8.43608309,-2.628623418,33.68621262,26.11737697,6.922472801,2.727899016,12.47115205,13.45225971,5.623723082,9.511000443,3.096132507,1.699839917,2.818489275,1.793025585,0.629946539,2.524493664,2.878800596,-5.964666698,-2.381319135,3.818916506,5.904426687,0.846190376,-1.078159115,15.54807392,6.751323171,-0.409824827,1.476131031,2.729982615,4.868553004,2.069182432,12.88249728,-3.995854643,-1.934317686,2.415397304,2.581717035,-9.301827387,1.821491333,-1.174810642,4.419683555,13.56023329,-1.23855058,-0.313532382,2.526646147,0.86462098
211,52.2,5.696623433,-3.072342371,-2.239318856,-8.227341759,13.85888877,36.99485134,17.5136209,-4.760277296,2.093294711,-0.184280122,9.489378313,8.972066351,-0.370159206,5.25668171,8.089918625,1.107038348,10.83583815,-3.701029764,7.085334452,4.005510017,19.52144695,19.176837,9.168574041,-2.509288606,32.23781589,25.01347341,6.721851606,2.767590505,11.77184048,13.92572606,4.907077421,9.251528353,2.316819865,1.649753233,3.684149851,1.553943744,-0.066040706,2.380093751,2.320049065,-5.928438633,-2.613319646,3.29228548,5.290147054,0.824682439,-1.438556044,15.16955631,5.990979194,-1.043096,1.404674631,2.413161435,4.451954208,1.473928575,12.6221703,-2.806403727,-1.512267076,1.647204401,1.578855587,-8.961383181,2.07036793,-1.196641756,3.514022393,10.88064482,-1.396766172,-0.829003662,1.966161655,0.838882995
212,52.5,5.107005861,-3.076826818,-1.905806788,-8.166650522,13.90643178,37.23152473,17.2321529,-5.187594417,1.989074379,-0.077589219,8.528966549,9.103417521,-0.959877609,5.667837298,8.490482365,0.880776498,10.0189334,-3.655719896,7.819617896,3.61057806,19.09849916,20.98332187,9.689797502,-2.321859124,31.0117913,24.04987341,6.658087149,2.959773791,11.23366733,14.70732261,4.311205324,8.974586062,1.768168404,1.443583749,5.180127777,1.409732021,-0.348206024,2.301136675,2.009515986,-5.66250994,-2.603225857,2.84419043,4.738122016,0.926417789,-1.694050141,15.03027627,5.425297527,-1.574985628,1.427855635,2.362639306,3.99052181,1.143097005,12.54326602,-1.721535718,-0.316503801,1.529532176,0.685809148,-8.372715039,2.424360544,-1.01904847,2.849998108,8.820253747,-1.660389425,-0.71855517,1.590083067,0.767908333
213,52.8,4.703174259,-2.99794934,-1.697134291,-8.245255407,14.05741761,37.96628761,17.09908691,-5.559924164,1.939911084,0.082865997,7.725105409,9.382950569,-1.439179273,6.346085945,9.03291615,0.889259631,9.267438254,-3.578980639,8.662458297,3.234388687,18.86225247,23.73762004,9.765255499,-2.120875317,29.98699706,23.23372746,6.860505644,3.374999734,10.85239587,15.73438839,3.814863239,8.840699992,1.503011037,1.222202431,7.378040966,1.376716091,-0.286780408,2.172264076,1.98521798,-5.239368262,-2.366200112,2.515339512,4.417282091,1.098203952,-1.80888535,14.98973931,4.932245457,-1.920439789,1.686311836,2.547408059,3.628108796,1.056873965,12.67914366,-0.898370573,1.094214232,1.091950969,0.074530491,-7.612269481,2.565007315,-0.733889727,2.346333832,7.070037649,-2.05161239,-0.084486509,1.373398839,0.532884419
214,53,4.358951952,-2.753652802,-1.562053513,-8.504897888,14.29940599,39.01867848,17.06417985,-5.969935399,2.035353698,0.18864817,7.072331875,9.923186762,-1.819053496,7.264216462,9.672467568,0.958483854,8.542199771,-3.385706364,9.642382434,2.8907895,18.79447718,26.75328327,9.565943969,-1.939184889,29.11524353,22.57710203,7.337135757,3.897608103,10.55397449,16.8156388,3.390713444,8.908692,1.333418706,1.111386467,9.991845956,1.443993194,-0.011089035,1.962404166,2.122036967,-4.714238185,-1.986866329,2.426057587,4.4650327,1.44926927,-1.729266533,15.00835288,4.661544282,-2.20079461,2.308422382,2.85203051,3.468573649,1.175670805,12.99402614,-0.4584082,2.134196454,0.335502708,-0.254663802,-6.723627756,2.397813174,-0.478669827,2.045527462,5.403999501,-2.323296529,0.529534761,1.219255137,0.196482902
215,53.3,4.005527614,-2.33758779,-1.30778236,-8.833318529,14.55890578,40.14569977,17.13207188,-6.384208184,2.208975957,0.19606514,6.616020101,10.76831058,-2.177041813,8.212181591,10.43690089,0.939396199,7.872608727,-3.042963207,10.73946806,2.619831412,18.85385725,28.98145678,9.586942348,-1.785555217,28.27254879,21.99858021,7.940697165,4.15185742,10.30100373,17.8382514,3.082903808,9.14794619,1.10480491,1.19112145,12.49119308,1.540084017,0.373915704,1.681736186,2.229000134,-4.169787246,-1.697374894,2.526833077,4.687770817,2.105305984,-1.491159725,14.84165372,4.677100997,-2.472129775,3.209441861,3.260788068,3.518311535,1.445759926,13.53207263,-0.382022222,2.675333997,-0.262935795,-0.445447101,-5.696721249,2.046199999,-0.412135283,1.919660143,3.791149494,-2.347488995,0.944387205,1.124607503,-0.085433143
216,53.6,3.582983852,-1.859538247,-0.854822123,-9.125301322,14.85101989,41.20062579,17.28914638,-6.664826389,2.435261248,0.278175138,6.301256403,11.82252155,-2.525868111,8.856142727,11.35858937,0.799849306,7.1848644,-2.63377434,11.78933903,2.340298864,19.03306413,29.51257228,10.30807592,-1.653060664,27.43727632,21.39507358,8.556185823,3.884236681,10.14021245,18.86597484,2.984911409,9.601663248,0.726103701,1.513471663,14.49056091,1.697173364,0.853612929,1.348957078,2.181547631,-3.616749314,-1.716287509,2.659038091,4.720541262,3.083708381,-1.152831699,14.51817296,4.932728434,-2.71878744,4.239455995,3.718325889,3.710491191,1.707867553,14.28849425,-0.415631737,3.023044904,-0.406945596,-0.617189277,-4.44961893,1.901642509,-0.626876388,1.821507257,2.328838417,-2.250244017,1.153371982,1.111533379,-0.150824534
217,53.9,3.138552754,-1.401810644,-0.337621191,-9.23777719,15.27137017,42.1113672,17.46072555,-6.789070823,2.769702934,0.524250221,6.07379693,12.96962183,-2.855142521,8.872524036,12.4798323,0.626460266,6.658037839,-2.290752746,12.8402433,2.01066704,19.25664373,28.32962762,11.24058306,-1.485190439,26.72110515,20.76830333,9.17904703,3.207613272,10.12550742,19.94144001,3.123433734,10.2755429,0.481249835,2.080501506,16.04852313,1.947335866,1.402019225,1.016904175,2.026792927,-3.003621975,-1.933857018,2.777838539,4.306833266,4.277689519,-0.741076004,14.03041266,5.129076396,-2.966867174,5.308090717,4.051648093,3.947188849,1.758718996,15.10659998,-0.187736013,3.520910509,-0.093398356,-0.91424932,-3.140355728,2.233864822,-0.999251986,1.613678115,1.134569855,-2.082068552,1.462866673,1.156039738,-0.054265106
218,54.2,2.741399201,-0.975061223,0.237759814,-9.102230425,15.88234202,43.03640089,17.57915327,-6.825429904,3.139431939,0.821443853,5.798704367,14.26554309,-3.09783268,8.151980049,13.77273629,0.543331016,6.339273732,-1.989561984,14.08906503,1.662903746,19.62532085,26.42097376,12.15804849,-1.107766278,26.07186362,20.23705169,9.909898876,2.55672269,10.2613488,21.15408434,3.450762606,11.08154809,0.553527757,2.959768743,17.57811499,2.163638291,1.856891751,0.713489899,1.887060284,-2.252267886,-2.060656271,2.850085161,3.399137861,5.523926134,-0.431620568,13.4005216,5.074227569,-3.245211049,6.325551283,4.051406842,4.225106423,1.495267725,15.89831641,0.591489044,4.117834978,0.329062559,-1.347940962,-2.178131918,2.918182874,-1.408082076,1.215006164,0.226667347,-1.704724613,2.026102889,1.26411876,0.090386947
219,54.5,2.469323415,-0.468631566,0.816265551,-8.746438809,16.70377051,44.20948616,17.62549387,-6.798332284,3.574013207,1.173480845,5.442136848,15.81605736,-3.219335986,7.008271245,15.21602396,0.566107854,6.152413682,-1.606493728,15.42442575,1.355465483,20.11548424,25.06956988,13.39095531,-0.40004558,25.37543856,19.92013124,10.93134046,2.337930124,10.44958998,22.73343065,3.854612315,11.86315526,0.554136319,4.030320389,19.54180587,2.237941404,2.226720463,0.638737472,1.8264065,-1.226762063,-2.017567551,2.854238546,2.302665203,6.70070603,-0.285000057,12.83006373,4.629647874,-3.43477504,7.280153039,3.850189318,4.59720203,0.933769594,16.60024749,2.060814822,4.613387909,0.493267131,-1.881620105,-1.701925294,3.866140766,-1.76139163,0.589516065,-0.442831897,-1.074851849,2.680780939,1.416956459,0.262341385
220,54.8,2.384009169,0.326636011,1.414457088,-8.181597381,17.74876596,45.84235748,17.5973986,-6.755770426,4.217400532,1.745864195,5.018744205,17.55840253,-3.142096441,5.983772644,16.82440806,0.62506718,6.060789832,-1.086169949,16.8641356,1.216785725,20.62990602,25.11034259,14.91513041,0.572838759,24.69234678,19.76024341,12.30932229,2.291431427,10.62013583,24.6942176,4.266687069,12.47559771,0.385886946,4.96212975,22.13376291,2.423195987,2.590178748,0.836219826,1.892498566,0.065409841,-1.895984531,2.987988293,1.414850515,7.736679635,-0.292352228,12.5399429,3.884540198,-3.376416458,8.287649638,3.862665894,5.057762583,0.29835483,17.34442545,4.18780662,5.277003981,0.638593198,-2.484832716,-1.421850114,4.739885517,-1.946840598,-0.243480062,-0.920173583,-0.337875474,3.278908145,1.589223239,0.53725968
221,55.1,2.505132092,1.347246842,2.282756652,-7.437273556,18.96818708,48.40856866,17.50171403,-6.37192516,5.05598466,2.638745374,4.595678574,19.36359448,-3.05216255,5.486792748,18.76126924,0.744761431,5.955336942,-0.477885004,18.61789712,1.291118663,21.24504049,26.72668871,16.64897344,1.63486605,24.08744141,19.71727909,14.1003132,2.335417497,10.87116338,27.00521057,4.755262894,12.98290916,0.11991933,5.549884988,25.10352122,3.090422272,2.940687934,1.311478589,2.167597018,1.380520049,-1.692896755,3.200157079,1.1047057,8.737784566,-0.276377427,12.64318893,3.011198278,-3.104608289,9.342836807,4.286082623,5.589203449,-0.151363496,18.22646608,6.717747239,6.45356893,0.858247944,-3.044628096,-0.839796375,5.487056282,-1.885928333,-1.094506822,-1.345505505,0.154676864,3.92246088,1.860454341,1.027397295
222,55.4,2.912586226,2.449443313,3.518058127,-6.635145654,20.3349455,52.13008767,17.30844309,-5.291527317,5.933215266,3.859641882,4.30730054,21.15192228,-2.915813081,5.726119598,20.96968606,1.000543235,5.877077847,0.141658741,20.92435591,1.550834001,22.11453121,29.75228845,18.54138886,2.582203844,23.61826115,19.66308389,16.31507177,2.38855348,11.28354814,29.46213011,5.430123497,13.52490056,0.020262035,5.929097656,27.92030419,4.047028077,3.155509272,1.972829863,2.859694649,2.572839548,-1.345841229,3.350702463,1.390884256,9.777172004,-0.191755196,13.21527692,2.179754014,-2.73814105,10.69532012,5.048923968,6.158403337,-0.275788731,19.29989,9.60067271,8.320622195,1.266109593,-3.484500141,0.260687671,6.522068989,-1.493988178,-1.814271012,-1.826868952,0.436937769,4.630122331,2.281391596,1.795197386
223,55.7,3.647276756,3.60135672,4.959887428,-5.881607962,21.85381323,57.08393246,17.09944708,-4.013041297,6.471881185,5.224265067,4.200286149,23.04863073,-2.777086425,6.646039515,23.30236043,1.334974806,5.931443585,0.878529496,23.70117693,1.854474136,23.36773462,33.95427057,20.59520587,3.362681155,23.29099392,19.58327709,19.19248752,2.231512575,11.83976166,31.82281144,6.303873819,14.11191476,0.142359176,6.416768125,30.14838335,4.660864975,3.155155332,2.654955852,3.836426833,3.724233845,-0.888488551,3.338110476,1.93954812,10.63258663,0.012461628,14.202435,1.496971328,-2.347164645,12.49838602,5.878848042,6.646644895,-0.020196362,20.62335809,12.59135876,10.90121198,1.783705377,-3.717437465,1.552132444,8.005267826,-0.871333821,-2.267541666,-2.195929524,0.834824657,5.299463776,2.819015089,2.783841288
224,56,4.574018868,4.799629134,6.104757916,-5.206199492,23.72942143,63.01213054,17.08650757,-3.382433408,6.689113867,6.531790868,4.241661504,24.89132318,-2.522591875,7.955174632,25.43543729,1.697921352,6.117357201,1.975181397,26.67049768,2.1429448,25.18601756,38.94563623,22.97201947,4.096654247,23.0894827,19.53262987,22.58743627,1.932011203,12.47416332,33.909475,7.252606115,14.51511215,0.321442674,7.17079611,31.6947751,4.618878822,2.938176446,3.233140774,5.066107848,5.075725332,-0.517270666,3.228882578,2.197004342,10.98018887,0.222437807,15.35647212,1.046650959,-1.992474304,14.86101137,6.417767654,6.933681442,0.642232369,22.27278416,15.52815204,13.81941736,2.500973331,-3.523294167,3.052920887,9.661681864,-0.213548342,-2.361352996,-2.279328573,1.560964343,5.717136331,3.452130104,3.88584575
225,56.3,5.551729536,6.389745272,6.696180527,-4.496809283,26.00914915,69.68120843,17.26041565,-3.694141254,6.857532763,7.682014912,4.447705658,26.20530958,-2.158204807,9.464676077,27.16518825,2.080396834,6.392087871,3.335788058,29.63057862,2.152254323,27.53135867,44.36341362,25.7088233,4.981643979,23.03791229,19.74847714,26.29768577,1.640868778,12.97011713,35.60098241,8.002736212,14.4708238,0.455612715,7.87949596,32.83075742,4.298557346,2.59105349,3.734176387,6.40662621,6.924024388,-0.353344207,3.449381587,2.072137077,10.71452244,0.322030574,16.41889731,1.020514938,-1.635010204,17.74711949,6.497259592,6.99344907,1.725628093,24.31309414,18.3011939,17.15762915,3.383101202,-2.885564742,4.818903486,11.57946788,0.327051039,-2.11481471,-2.11471375,2.639252194,5.811331447,4.007758401,4.969192019
226,56.6,6.68616265,8.109261392,6.881501014,-3.634456832,28.19981104,76.93492714,17.68700597,-4.297111651,7.335058811,8.745708935,4.9179861,26.7900039,-1.852603434,10.97497934,28.39874649,2.514587562,6.707432106,4.688479996,32.57676812,1.86253176,30.2170423,50.35017086,28.46594225,6.068476391,23.11724383,20.21250532,30.20883886,1.667614276,13.12325303,36.88265599,8.424351446,14.02221534,0.600911115,8.16519827,33.8397324,4.242602637,2.336329121,4.31961116,7.606381443,8.915687094,-0.243434185,4.023509261,1.80928734,10.22123591,0.286702968,17.20081824,1.617090967,-1.202824034,20.72054707,6.214818249,6.630603522,2.968834267,26.65065499,21.19131357,20.80426173,4.424919482,-2.079003065,6.801810067,13.68066239,0.710833528,-1.454256186,-1.820099852,3.657179667,5.746545961,4.190022081,5.915941401
227,56.9,8.281680125,9.588731156,7.020557762,-2.735708177,29.54822892,84.70504915,18.34016191,-4.347901368,8.571210969,10.00746707,5.70487476,26.86189257,-1.717709665,12.41327769,29.12720276,3.072493948,6.947679133,5.90237708,35.34051003,1.911291132,33.0251498,57.54854877,30.74633986,6.917812853,23.27105048,20.9612722,34.37080728,2.108573946,13.01083265,37.89900849,8.621909863,13.51914004,0.879534797,7.950624453,34.88994854,4.741084617,2.214877664,5.18937507,8.801839977,10.85351813,0.007135424,4.616304917,1.746182915,9.879998529,0.315518696,18.11571733,2.733301414,-0.693908835,23.18095894,5.799902889,6.241851344,4.144639284,29.05154833,24.35518296,24.56250015,5.596133247,-1.467578097,8.897960139,15.97405729,0.998572292,-0.666778799,-1.427049954,4.39287622,5.741527274,3.918762561,6.741062617
228,57.2,10.65477971,10.83208897,7.612543909,-2.100725948,29.86197164,93.08267676,19.14207982,-3.894888942,11.17702066,11.80590354,6.763973162,26.76891624,-1.790244124,13.87139251,29.37387114,3.793040092,7.021609833,6.863634232,37.8140089,2.630356599,35.74877626,65.90935099,32.4488197,7.069515509,23.41690188,21.86001279,38.85313787,2.929443891,12.89884456,38.99875092,8.990580859,13.17461442,1.425598587,7.53011374,36.2601045,5.856809243,2.479980277,6.549206927,10.15816601,12.78670002,0.587180283,5.046964888,1.943775215,9.700468042,0.697341772,19.44960446,4.041178329,-0.297255951,25.02548574,5.605821565,6.022328285,5.359646285,31.28166483,27.78149133,28.0590176,6.834346642,-1.110864383,11.14190425,18.43978907,1.487422019,0.15526422,-1.010364507,4.962437241,5.919689054,3.393061842,7.697209061
229,57.5,14.19399133,11.9635561,9.186992177,-1.954203813,29.71809501,102.3868402,20.01666006,-2.778300051,16.24794778,14.6704616,7.988057872,26.73698332,-1.72139971,15.99499229,29.2589109,4.67993707,7.096466783,7.747933879,40.09153493,3.438866872,38.28496189,75.41177736,33.73900719,6.434137435,23.46825902,22.71210444,43.72201601,4.1996352,13.11614375,40.69040503,10.04721546,13.20116745,2.289258879,7.366685359,38.44983746,8.238875782,3.430701755,8.665531905,12.10924826,14.3942211,1.641985065,5.30278923,2.431444253,9.650402943,1.603165225,21.42744978,5.400241576,-0.224079433,26.34838947,5.835501223,6.262172347,6.876336262,33.24488731,31.67702798,31.39424868,8.033050138,-0.69732986,13.70591066,21.07446111,2.262307599,1.064712768,-0.584712948,5.662453004,6.327819386,2.963714673,9.284831732
230,57.8,19.70092333,13.13087301,12.45142801,-2.189039806,29.98512414,113.6465246,20.92363727,-0.378948587,25.29593704,19.63409552,9.231523821,26.86675934,-1.342840872,18.43688273,29.16124598,5.638326177,7.420260979,8.618805061,42.37492843,4.048008575,40.69797156,86.97078897,35.19738803,5.501485353,23.41119443,23.35226794,49.06280862,6.159780092,14.1276573,43.69291671,12.38143708,13.78655253,3.716985044,7.820970655,42.26942882,12.78727193,5.209511004,11.93249546,15.29090476,17.52035625,3.200310157,5.636853945,3.401774476,9.878138493,3.197672819,24.50838278,6.921065155,-0.240708821,27.49853908,6.550413626,7.108857303,8.97871515,34.92583542,36.51890764,35.35896143,9.378664737,0.115413826,16.79228158,23.83329856,3.383522679,2.048353991,-0.076378257,6.654531307,6.938091991,2.983750373,12.26757012
231,58.2,28.64694883,14.22027562,18.46118407,-2.443172701,31.41216197,129.2034383,21.81706278,4.007470939,40.01715155,28.35715323,10.57020525,27.23803341,-0.455934221,22.98192815,29.75498662,6.564748368,8.195836407,9.751628762,44.97242609,4.65216602,43.16222905,102.087581,37.33204564,4.88853099,23.3627357,23.87474755,55.1539667,9.162839154,16.65896027,49.12014111,16.89287243,15.15366544,6.24983014,9.104086363,49.01555001,21.21999263,8.124023993,17.04505212,20.30810827,19.80974332,5.238668832,6.200817276,5.173524075,10.61106296,5.821238387,29.30607915,8.738089319,-0.089585632,28.66758639,7.80870639,8.647687425,11.84066726,36.40390995,43.25909452,40.31520094,11.39691113,1.462070301,20.66081468,26.54273004,4.961497765,3.362906973,0.656886182,8.002202879,8.057842821,3.514639973,17.83174913
232,58.5,42.98318801,15.47236027,28.42845213,-2.408447835,34.6284855,153.179659,22.73901607,11.11305329,62.43424502,42.81437155,12.26875738,28.00294509,1.098821046,29.87665454,31.93236078,7.514299297,9.845045017,11.47445462,48.43051258,6.087428474,45.94748307,121.2712671,41.03725763,4.830789852,23.56609748,24.62540592,62.72065538,13.68896272,21.81971787,58.603547,24.95634703,17.55017561,10.41810908,11.52045911,60.50091599,35.46445859,12.66009909,24.8312167,28.27692662,19.58952906,7.897270147,7.027286431,8.163813356,11.99010354,9.987645457,36.61129509,10.96918911,0.497069091,29.91084354,9.550757631,11.15805858,15.69320097,37.78646609,54.30556745,45.43952552,14.06980503,3.492235044,25.82888102,29.08555814,6.985544217,5.44680692,1.913589102,9.925745285,9.785015872,4.603087784,27.59481271
233,58.8,65.01997497,17.94580386,43.61035898,-1.958921853,40.48472328,192.1032734,23.69252077,21.72701144,94.46944037,64.94764587,14.72364674,29.52584112,4.251037758,39.4787056,36.81543379,8.728117707,13.23474202,14.20811723,53.78455051,9.094847982,49.61862781,150.1655052,48.28696663,5.304765869,24.39591419,26.06233786,72.83578695,20.70376383,31.31495384,74.4782703,38.30078169,21.27500526,17.10344834,15.68294102,78.99036726,57.94235591,19.61968812,37.05924951,40.94951422,18.20961589,11.67920164,8.335003738,13.00645824,14.10058885,16.52310095,47.61244901,13.75213674,1.720534925,31.39235515,11.78925707,15.65242411,21.09051123,39.26364367,75.32345923,49.86820857,16.41971814,6.712555506,33.46144287,31.52688402,9.719125783,8.550576821,4.141054918,12.77126693,12.3488003,6.542309575,43.64457761
234,59.1,97.86881571,22.90897933,65.27401137,-0.949700143,50.27699456,254.3139546,24.80619303,36.72440961,136.7587877,96.87215178,18.64594712,32.38214054,9.745956226,52.82228429,45.66035932,10.50845496,19.67927178,18.5268907,63.15249121,13.64878591,55.24567239,210.0260338,61.64545754,6.820779974,26.31326249,28.83868135,87.21192705,32.54572007,47.43209296,100.478211,58.71342633,26.67985961,27.4689745,22.43468395,108.7717086,92.22249057,31.13930513,57.62522778,61.36472763,17.99541064,17.62396536,10.45312528,20.79020961,17.18980703,26.67301985,64.65104472,17.294795,4.02864361,33.78711572,15.30603656,22.85046218,28.73721593,41.11477952,115.3952681,54.12943832,17.85413285,11.92765399,46.09598247,34.09278551,14.22751211,13.06743335,8.028173792,16.84611085,16.04178077,9.648530727,67.95021564
235,59.4,146.4514544,31.32655957,94.5395035,0.831607367,65.50703595,348.1628103,26.33007195,56.90826424,189.9613406,140.8878602,25.32226054,37.34404326,18.46690893,73.92195199,60.2342808,13.13758537,30.7022404,25.03999153,80.61126444,20.911464,64.47535442,334.8987624,84.20505959,10.05116595,29.8939044,34.14223958,108.5880582,54.4023734,72.98609233,142.0127575,87.6164967,34.18633336,44.33906603,32.79452457,155.8535966,143.8335208,51.93767849,92.909477,95.21170139,20.83779375,28.5350666,13.80814761,33.16177834,21.99729673,42.58358609,91.84724577,21.82003894,8.188551333,38.04083894,21.53111973,34.04677394,39.57098521,43.70915162,181.3064556,60.50753292,18.98755606,20.00894095,68.39751853,37.1466007,23.14946993,19.60367119,14.60240801,22.61917492,21.62024722,14.53803979,101.5949976
236,59.7,216.3432422,44.06346089,132.5062031,3.784839482,87.48376173,479.2100043,28.51292077,82.80645196,251.8060685,198.7335579,37.02299768,45.52699835,30.98322774,112.933203,83.47732573,17.19899731,47.53231782,34.66429904,112.592402,33.36429379,80.21799436,539.6769671,119.8868321,15.72900896,36.2785739,43.84072461,140.9064916,93.85955928,112.4505864,203.0431622,125.7082242,44.29995047,74.39015867,48.22359062,222.6586638,217.0492825,89.65844913,147.179191,151.7428505,26.73794561,49.376319,19.08940879,52.28175008,29.98129402,68.33089784,134.3096119,27.55555989,15.06189678,45.15252454,33.29100006,51.98488709,56.34143647,47.61260699,270.1928331,72.52765277,21.18546003,32.79311138,106.9987674,41.22028763,40.21500321,29.58459404,25.26758588,31.15892051,30.01272471,22.26229462,144.2426505
237,60,308.8274007,62.39803051,178.6903493,8.289008544,116.8632757,641.4665933,31.65685066,114.0489807,312.8963523,269.4349315,56.80577863,58.55638178,48.11143669,184.6474539,118.6928218,23.79140129,70.89771139,48.9570684,164.3342716,53.56984599,107.0784119,792.6830079,172.9639862,24.90406831,47.2277747,60.31400578,189.1982355,154.9591042,171.2716164,276.5537102,172.4666066,57.50513618,125.8563433,71.41456488,301.5249166,307.7803597,153.0070818,217.7263198,239.6132269,34.64495234,85.3022991,27.32731739,81.34762536,43.07070922,110.0268704,195.0926628,35.1221993,25.78524871,56.79811703,53.35855962,81.63880627,85.95969256,53.84810562,367.6032887,95.04444505,25.27494404,55.2536632,162.313794,47.18179541,68.51880164,46.49400371,42.19133361,44.69855521,42.0614609,34.31832696,193.764774
238,60.3,413.5012489,87.87029213,228.6042661,14.59459965,153.3004821,814.7341007,36.27076955,148.1736774,359.3369315,345.6656189,88.03140761,78.28856605,70.66402644,297.345919,165.0485903,34.65586071,101.0267245,70.16211974,230.0621457,82.60233894,151.3832118,1028.871735,245.9358459,39.29957331,65.00503605,86.09800258,256.6354941,231.2659184,252.2911033,344.502437,224.3532152,73.76474145,201.8467595,105.4362314,375.3143941,400.4518785,246.1950241,294.576907,357.2531337,47.10404703,137.8254679,40.30955398,125.1071205,62.7251379,168.9411299,271.4494077,46.02890207,42.00659693,76.20152708,83.1310831,128.0233125,138.7166877,64.5437431,452.4182472,133.9137843,31.20364175,94.17297634,226.5455467,56.3847372,108.4299593,76.71565223,68.95261537,67.24986663,58.09302593,52.94735637,246.2982968
239,60.6,508.4031703,121.0991344,273.8268001,23.14817624,195.5550029,972.6467142,43.39266465,180.1431487,379.7209866,413.3126184,133.2054569,105.5822945,98.63736811,443.1171734,216.6211915,52.09120821,137.3584281,100.8192059,296.9754846,118.3971663,221.6400201,1189.518568,336.4749648,61.9323549,93.25381799,123.2197491,342.0053357,308.0912975,350.4565499,388.8301852,274.9210676,91.71214663,294.0869049,151.4340894,426.068452,473.8065429,360.7810244,363.5189466,487.4913752,66.87662746,201.655732,61.51402844,187.6770251,88.69047762,238.6523924,351.0190831,65.18690143,65.85253848,107.9630795,120.8880349,190.5868424,221.8940103,84.08439604,505.1728246,192.2308133,40.2586536,156.2734899,287.9471073,70.69165601,155.4188927,128.6306806,110.5491202,104.0159137,77.45260507,79.91078192,296.354315
240,61,570.5744452,161.0006034,304.2222782,34.5825418,241.2625091,1089.530462,54.93881316,203.5194598,370.3551713,456.8009378,192.8328229,138.3750495,130.0459448,595.8031227,263.6079497,79.92111115,177.9001007,141.2823899,348.9638648,155.224192,321.7101506,1250.145935,434.4248887,96.61156367,136.3110163,172.3918715,436.2127955,365.7573684,450.4332733,399.070171,315.0596962,108.5403995,383.33093,204.77698,442.7253094,510.9847872,471.9980398,410.0899423,603.1632416,96.6214115,264.4019951,95.93735183,267.4928094,118.3632721,306.4107679,416.5160495,99.39750945,99.88185719,155.4216245,160.6702644,260.1539526,332.3980068,115.310776,513.7892714,265.3947278,55.56482966,241.1416333,332.5553251,92.81789639,199.2559993,207.2263468,171.7757831,158.217986,98.13306161,114.5578402,337.3636414
241,61.3,588.8247013,204.0104331,312.6795612,49.79093616,286.1228393,1150.933255,73.77188177,212.7920182,335.0111238,466.9314174,264.5006073,170.7860781,159.9933425,721.3499845,295.6870413,124.2701434,218.5436812,186.925578,372.6408771,185.0279431,443.3420522,1216.360199,522.6957826,144.5061459,197.0077573,232.3496626,523.507123,386.8393794,531.8150076,374.1266804,336.0882054,120.9037879,447.6990672,255.261984,422.3528591,504.7487746,547.7211225,422.9772306,678.7049509,136.4211824,310.2799627,146.9988214,354.4112469,146.9868477,358.3037208,454.7544681,153.8408603,144.237051,216.292474,192.8976571,321.966611,454.9018054,158.5037559,474.9415818,340.2297953,81.70403491,338.8220877,347.350759,126.2003156,226.7740078,308.3446657,252.8878534,227.0162603,116.5359649,152.4339181,362.9759722
242,61.6,562.7800826,243.3498776,298.0199863,69.11773967,323.3801317,1155.762364,103.0424014,205.7366187,282.0212185,443.6551646,342.558321,194.9965005,181.7059724,791.2332074,304.4926659,190.2867501,252.8449423,228.6425128,361.1541485,199.5160411,565.7208897,1105.643576,583.5971663,200.8711141,272.7243414,299.3964399,587.3026943,364.1425679,577.7756729,320.4619379,333.443616,126.0319265,472.2753343,291.0411015,370.5520384,457.6232025,564.6778526,396.3537802,699.4398728,181.4816205,326.0171539,212.2727352,431.9878421,167.6485881,382.6516758,459.1031054,226.580422,194.2000232,280.8791966,207.6270225,361.8486965,565.965243,209.4255284,396.0938789,400.1102613,122.8134093,431.7793598,325.6076851,172.8361144,227.5011761,416.1726457,346.211221,300.2208528,127.7104384,185.7388692,368.6167208
