group,variable,value
Periimplantitis,86,9.76663326
Periimplantitis,86,41.68265468
Periimplantitis,86,29.23719543
Periimplantitis,86,44.42794778
Periimplantitis,86,100.1260667
Periimplantitis,86,38.35796869
Periimplantitis,86,26.01523544
Periimplantitis,86,25.87265037
Periimplantitis,86,15.12455963
Healthy,86,28.8404013
Healthy,86,13.50820603
Healthy,86,132.0729163
Healthy,86,22.93671547
Healthy,86,56.35945615
Healthy,86,33.4944899
Healthy,86,3.391233953
Healthy,86,2.472962197
Healthy,86,18.52451884
Healthy,86,0.177017322
Gisngivitis,86,23.45332989
Gisngivitis,86,7.678725368
Gisngivitis,86,24.35890026
Gisngivitis,86,71.00720016
Gisngivitis,86,116.2427166
Gisngivitis,86,263.0313295
Gisngivitis,86,81.59446115
Gisngivitis,86,46.79751324
Gisngivitis,86,32.3096522
Gisngivitis,86,30.92796802
Mucositis,86,13.67457878
Mucositis,86,18.66830135
Mucositis,86,46.55708745
Mucositis,86,6.393614899
Mucositis,86,40.59099238
Mucositis,86,38.18848817
Mucositis,86,4.741203585
Mucositis,86,34.79321196
Mucositis,86,48.98433726
Mucositis,86,20.87467891
Mucositis,86,1.992697034
Mucositis,86,6.549110185
Mucositis,86,15.7179008
Mucositis,86,15.55670178
Mucositis,86,18.42775036
Periimplantitis,86,51.31869403
Periimplantitis,86,19.82487401
Periimplantitis,86,-0.879191453
Periimplantitis,86,40.70971979
Periimplantitis,86,-0.471345724
Periimplantitis,86,7.191834698
Periimplantitis,86,38.97472152
Periimplantitis,86,27.87957165
Periimplantitis,86,40.99503078
Periimplantitis,86,93.98358075
Periimplantitis,86,35.38580481
Periimplantitis,86,21.43400721
Periimplantitis,86,24.16109946
Periimplantitis,86,13.08530502
Healthy,87,27.26647157
Healthy,87,11.39370625
Healthy,87,124.0968234
Healthy,87,20.55872141
Healthy,87,53.36219478
Healthy,87,31.38261303
Healthy,87,3.005083769
Healthy,87,1.253366257
Healthy,87,17.26428745
Healthy,87,0.073827455
Gisngivitis,87,21.42115229
Gisngivitis,87,6.151781704
Gisngivitis,87,21.92804864
Gisngivitis,87,75.2413632
Gisngivitis,87,123.5177509
Gisngivitis,87,286.1103709
Gisngivitis,87,84.35507852
Gisngivitis,87,41.51073581
Gisngivitis,87,30.89484586
Gisngivitis,87,41.27373088
Mucositis,87,11.21339953
Mucositis,87,17.11509502
Mucositis,87,42.2159786
Mucositis,87,5.969959614
Mucositis,87,38.86430919
Mucositis,87,34.05385058
Mucositis,87,5.318148839
Mucositis,87,31.78061542
Mucositis,87,45.96119954
Mucositis,87,18.59969146
Mucositis,87,1.674211252
Mucositis,87,5.554725049
Mucositis,87,12.91113131
Mucositis,87,14.15241886
Mucositis,87,18.66779071
Periimplantitis,87,48.63137193
Periimplantitis,87,18.67685727
Periimplantitis,87,-0.72236766
Periimplantitis,87,37.94994197
Periimplantitis,87,-1.478261859
Periimplantitis,87,5.038007355
Periimplantitis,87,35.92006585
Periimplantitis,87,26.60562759
Periimplantitis,87,37.67986345
Periimplantitis,87,87.96501523
Periimplantitis,87,32.62919257
Periimplantitis,87,17.56704181
Periimplantitis,87,22.6312096
Periimplantitis,87,11.12394215
Healthy,87,25.81368544
Healthy,87,9.033951048
Healthy,87,113.6824459
Healthy,87,18.47369032
Healthy,87,48.86175778
Healthy,87,29.23294341
Healthy,87,2.256853408
Healthy,87,0.44680096
Healthy,87,16.18282595
Healthy,87,-0.123243167
Gisngivitis,87,19.1044094
Gisngivitis,87,4.97432649
Gisngivitis,87,19.3771959
Gisngivitis,87,81.12920294
Gisngivitis,87,131.9706049
Gisngivitis,87,313.9156588
Gisngivitis,87,86.85876749
Gisngivitis,87,36.77088001
Gisngivitis,87,31.54794838
Gisngivitis,87,53.49675836
Mucositis,87,9.203775395
Mucositis,87,15.46197387
Mucositis,87,37.8324472
Mucositis,87,5.246066387
Mucositis,87,36.75190137
Mucositis,87,30.52411333
Mucositis,87,4.748956592
Mucositis,87,28.69315121
Mucositis,87,42.74098209
Mucositis,87,17.85043618
Mucositis,87,1.390741058
Mucositis,87,4.060074837
Mucositis,87,10.81907078
Mucositis,87,12.85876281
Mucositis,87,18.74587261
Periimplantitis,87,45.9202954
Periimplantitis,87,17.44775259
Periimplantitis,87,-0.632869871
Periimplantitis,87,34.77728674
Periimplantitis,87,-1.887516524
Periimplantitis,87,3.664604033
Periimplantitis,87,32.65303142
Periimplantitis,87,25.76357735
Periimplantitis,87,34.61244976
Periimplantitis,87,82.2100615
Periimplantitis,87,30.06251912
Periimplantitis,87,14.53072234
Periimplantitis,87,21.57362546
Periimplantitis,87,9.091302844
Healthy,88,24.19259264
Healthy,88,6.91577472
Healthy,88,100.8757371
Healthy,88,16.69899701
Healthy,88,49.27540018
Healthy,88,26.27852931
Healthy,88,1.118638146
Healthy,88,-0.180716965
Healthy,88,14.76604894
Healthy,88,-0.295306968
Gisngivitis,88,16.67037206
Gisngivitis,88,3.847198487
Gisngivitis,88,16.79532278
Gisngivitis,88,89.0302077
Gisngivitis,88,143.1668458
Gisngivitis,88,351.6661382
Gisngivitis,88,88.88111829
Gisngivitis,88,32.50821886
Gisngivitis,88,32.5957745
Gisngivitis,88,68.27241237
Mucositis,88,7.463235853
Mucositis,88,13.93263738
Mucositis,88,33.68795136
Mucositis,88,4.321239009
Mucositis,88,34.40009971
Mucositis,88,27.53948302
Mucositis,88,2.853413463
Mucositis,88,25.71678936
Mucositis,88,39.3270849
Mucositis,88,18.05048002
Mucositis,88,1.154475675
Mucositis,88,3.349987673
Mucositis,88,9.215952239
Mucositis,88,11.79132972
Mucositis,88,18.56504724
Periimplantitis,88,43.12304453
Periimplantitis,88,15.88414586
Periimplantitis,88,-0.824195912
Periimplantitis,88,31.32263927
Periimplantitis,88,-1.976553991
Periimplantitis,88,2.954049509
Periimplantitis,88,29.28705549
Periimplantitis,88,24.86507115
Periimplantitis,88,32.04429075
Periimplantitis,88,76.57114717
Periimplantitis,88,27.72819172
Periimplantitis,88,12.2047601
Periimplantitis,88,20.73806951
Periimplantitis,88,7.073090969
Healthy,88,22.57281817
Healthy,88,5.103896606
Healthy,88,88.92717822
Healthy,88,15.27319412
Healthy,88,53.69877945
Healthy,88,22.92062251
Healthy,88,0.289955991
Healthy,88,-0.734720208
Healthy,88,13.06283302
Healthy,88,-0.394056513
Gisngivitis,88,14.35537657
Gisngivitis,88,2.738212386
Gisngivitis,88,14.37703552
Gisngivitis,88,97.26519794
Gisngivitis,88,156.6903277
Gisngivitis,88,396.252326
Gisngivitis,88,90.15288952
Gisngivitis,88,29.09382662
Gisngivitis,88,32.1109123
Gisngivitis,88,83.20494057
Mucositis,88,5.957960367
Mucositis,88,12.53273825
Mucositis,88,30.20383144
Mucositis,88,3.682773089
Mucositis,88,32.15402918
Mucositis,88,24.9613426
Mucositis,88,0.985400382
Mucositis,88,23.07105363
Mucositis,88,35.83613412
Mucositis,88,18.8516819
Mucositis,88,0.958831814
Mucositis,88,3.873829754
Mucositis,88,7.797033015
Mucositis,88,10.63342599
Mucositis,88,18.15715409
Periimplantitis,88,40.14914003
Periimplantitis,88,14.06062683
Periimplantitis,88,-1.224711521
Periimplantitis,88,27.48330906
Periimplantitis,88,-2.070245333
Periimplantitis,88,2.088848177
Periimplantitis,88,26.01181148
Periimplantitis,88,24.03341243
Periimplantitis,88,29.9489952
Periimplantitis,88,71.2444385
Periimplantitis,88,25.71911253
Periimplantitis,88,10.62040794
Periimplantitis,88,19.89412261
Periimplantitis,88,5.237324294
Healthy,88,20.62124341
Healthy,88,3.775858035
Healthy,88,81.08470952
Healthy,88,14.22308433
Healthy,88,55.3432079
Healthy,88,20.14895814
Healthy,88,-0.218444955
Healthy,88,-1.22535897
Healthy,88,11.12112987
Healthy,88,-0.398206303
Gisngivitis,88,12.32795934
Gisngivitis,88,1.893557127
Gisngivitis,88,12.12890634
Gisngivitis,88,105.4146905
Gisngivitis,88,171.9163439
Gisngivitis,88,445.9803525
Gisngivitis,88,90.65466296
Gisngivitis,88,26.21526936
Gisngivitis,88,30.64323288
Gisngivitis,88,97.2161647
Mucositis,88,4.855943218
Mucositis,88,10.99394338
Mucositis,88,27.24491611
Mucositis,88,3.49603079
Mucositis,88,30.07491783
Mucositis,88,22.6925817
Mucositis,88,-0.141495819
Mucositis,88,20.87079523
Mucositis,88,32.70417306
Mucositis,88,20.23990149
Mucositis,88,0.659054693
Mucositis,88,4.508552526
Mucositis,88,6.54807411
Mucositis,88,9.728344736
Mucositis,88,17.54124935
Periimplantitis,88,36.99689639
Periimplantitis,88,12.26776869
Periimplantitis,88,-1.429637263
Periimplantitis,88,23.57525403
Periimplantitis,88,-2.171398596
Periimplantitis,88,1.059516161
Periimplantitis,88,23.13716806
Periimplantitis,88,23.48514722
Periimplantitis,88,28.12316816
Periimplantitis,88,66.55569761
Periimplantitis,88,24.11001517
Periimplantitis,88,9.65085081
Periimplantitis,88,19.39745986
Periimplantitis,88,3.548477746
Healthy,89,18.6121642
Healthy,89,2.784085136
Healthy,89,74.36951279
Healthy,89,13.22962153
Healthy,89,48.83208945
Healthy,89,18.21656198
Healthy,89,-0.76788986
Healthy,89,-1.476888784
Healthy,89,9.407740224
Healthy,89,-0.265944201
Gisngivitis,89,10.56424296
Gisngivitis,89,1.387744296
Gisngivitis,89,10.25728397
Gisngivitis,89,113.0592022
Gisngivitis,89,188.2201879
Gisngivitis,89,499.156348
Gisngivitis,89,90.36702037
Gisngivitis,89,23.59180189
Gisngivitis,89,29.93297815
Gisngivitis,89,109.2279065
Mucositis,89,4.005380678
Mucositis,89,9.670917703
Mucositis,89,24.89714428
Mucositis,89,3.428526792
Mucositis,89,28.01833661
Mucositis,89,20.69150178
Mucositis,89,-0.939008299
Mucositis,89,19.05812239
Mucositis,89,30.07541813
Mucositis,89,22.15058402
Mucositis,89,0.188854213
Mucositis,89,4.25106856
Mucositis,89,5.703347454
Mucositis,89,8.745519726
Mucositis,89,16.47057704
Periimplantitis,89,33.96417183
Periimplantitis,89,10.60289118
Periimplantitis,89,-1.507162736
Periimplantitis,89,19.80591084
Periimplantitis,89,-2.219218401
Periimplantitis,89,0.075368713
Periimplantitis,89,21.05170386
Periimplantitis,89,23.10570639
Periimplantitis,89,26.43255078
Periimplantitis,89,62.45967155
Periimplantitis,89,22.67809729
Periimplantitis,89,9.007256635
Periimplantitis,89,19.16974057
Periimplantitis,89,2.085914215
Healthy,89,16.86287934
Healthy,89,2.010998851
Healthy,89,67.08722874
Healthy,89,12.2332683
Healthy,89,38.08970338
Healthy,89,16.19535948
Healthy,89,-1.170376194
Healthy,89,-1.583779834
Healthy,89,8.21715851
Healthy,89,-0.164250079
Gisngivitis,89,9.178366939
Gisngivitis,89,0.974763341
Gisngivitis,89,8.648728092
Gisngivitis,89,118.1913285
Gisngivitis,89,202.5179571
Gisngivitis,89,549.1055095
Gisngivitis,89,89.3853651
Gisngivitis,89,20.9015729
Gisngivitis,89,29.67113107
Gisngivitis,89,115.2762719
Mucositis,89,3.279257316
Mucositis,89,8.380270008
Mucositis,89,22.85469852
Mucositis,89,3.1000084
Mucositis,89,25.93331829
Mucositis,89,19.02197729
Mucositis,89,-1.432578149
Mucositis,89,17.47687574
Mucositis,89,28.10975768
Mucositis,89,24.2795462
Mucositis,89,-0.338754556
Mucositis,89,2.3774238
Mucositis,89,5.084874142
Mucositis,89,7.564455473
Mucositis,89,15.00161411
Periimplantitis,89,31.47383388
Periimplantitis,89,9.036678026
Periimplantitis,89,-1.73024671
Periimplantitis,89,16.33100537
Periimplantitis,89,-2.119878205
Periimplantitis,89,-0.485254345
Periimplantitis,89,19.80914469
Periimplantitis,89,22.74725056
Periimplantitis,89,24.81265332
Periimplantitis,89,58.84774608
Periimplantitis,89,21.3255752
Periimplantitis,89,8.480194284
Periimplantitis,89,18.7394999
Periimplantitis,89,1.011314768
Healthy,90,15.30601333
Healthy,90,1.386722986
Healthy,90,61.03911852
Healthy,90,11.16196506
Healthy,90,31.72621764
Healthy,90,14.00891851
Healthy,90,-1.259495485
Healthy,90,-1.703645099
Healthy,90,7.337718399
Healthy,90,-0.171246006
Gisngivitis,90,8.059875703
Gisngivitis,90,0.502812848
Gisngivitis,90,7.15720336
Gisngivitis,90,120.6564725
Gisngivitis,90,211.275084
Gisngivitis,90,590.2390504
Gisngivitis,90,88.92326897
Gisngivitis,90,18.39266448
Gisngivitis,90,28.99403833
Gisngivitis,90,116.8089693
Mucositis,90,2.367074933
Mucositis,90,7.412728616
Mucositis,90,21.07933801
Mucositis,90,2.491844736
Mucositis,90,23.87418279
Mucositis,90,17.78272092
Mucositis,90,-1.557254301
Mucositis,90,16.17332227
Mucositis,90,26.78831885
Mucositis,90,26.20716607
Mucositis,90,-0.871228226
Mucositis,90,0.25438271
Mucositis,90,4.3224036
Mucositis,90,6.388177332
Mucositis,90,13.53612626
Periimplantitis,90,29.38946393
Periimplantitis,90,7.696227615
Periimplantitis,90,-1.863128519
Periimplantitis,90,13.1312813
Periimplantitis,90,-2.065587301
Periimplantitis,90,-1.038683808
Periimplantitis,90,18.87256034
Periimplantitis,90,22.38166809
Periimplantitis,90,23.15397818
Periimplantitis,90,55.80877104
Periimplantitis,90,19.86585857
Periimplantitis,90,7.756002704
Periimplantitis,90,17.86837516
Periimplantitis,90,0.103564817
Healthy,90,14.1471534
Healthy,90,0.768885375
Healthy,90,55.83197075
Healthy,90,10.1389657
Healthy,90,29.60981652
Healthy,90,11.94765673
Healthy,90,-1.445992986
Healthy,90,-2.179555235
Healthy,90,6.666778121
Healthy,90,-0.205053319
Gisngivitis,90,6.987913801
Gisngivitis,90,0.01299586
Gisngivitis,90,5.802200558
Gisngivitis,90,120.2314269
Gisngivitis,90,213.1195512
Gisngivitis,90,620.4276726
Gisngivitis,90,89.51690074
Gisngivitis,90,16.25175863
Gisngivitis,90,28.50463506
Gisngivitis,90,114.2096472
Mucositis,90,1.379191632
Mucositis,90,6.88318137
Mucositis,90,19.5088699
Mucositis,90,1.691931858
Mucositis,90,21.95354188
Mucositis,90,16.78686885
Mucositis,90,-1.572039663
Mucositis,90,15.21031865
Mucositis,90,25.88602066
Mucositis,90,27.56854557
Mucositis,90,-1.304637705
Mucositis,90,-1.067010461
Mucositis,90,3.787851741
Mucositis,90,5.522129116
Mucositis,90,12.19025717
Periimplantitis,90,27.43085339
Periimplantitis,90,6.327818084
Periimplantitis,90,-1.937686243
Periimplantitis,90,10.1508901
Periimplantitis,90,-1.976902351
Periimplantitis,90,-1.657505801
Periimplantitis,90,17.74126395
Periimplantitis,90,21.85353886
Periimplantitis,90,21.61795642
Periimplantitis,90,53.14787905
Periimplantitis,90,18.33781218
Periimplantitis,90,6.85875802
Periimplantitis,90,16.86823816
Periimplantitis,90,-0.774692545
Healthy,91,13.40683835
Healthy,91,0.170978695
Healthy,91,51.42899297
Healthy,91,9.092200892
Healthy,91,28.00533356
Healthy,91,10.18427377
Healthy,91,-1.884951144
Healthy,91,-2.914015405
Healthy,91,6.209054543
Healthy,91,-0.215403558
Gisngivitis,91,6.018311171
Gisngivitis,91,-0.467724379
Gisngivitis,91,4.537749879
Gisngivitis,91,116.6929844
Gisngivitis,91,206.6793408
Gisngivitis,91,637.5420782
Gisngivitis,91,91.70242918
Gisngivitis,91,14.44191426
Gisngivitis,91,28.35374122
Gisngivitis,91,107.8619541
Mucositis,91,0.823451943
Mucositis,91,6.540752213
Mucositis,91,17.89975931
Mucositis,91,0.780700517
Mucositis,91,20.17927478
Mucositis,91,15.81807804
Mucositis,91,-1.659740184
Mucositis,91,14.45871586
Mucositis,91,25.27554591
Mucositis,91,28.61993441
Mucositis,91,-1.583471812
Mucositis,91,-2.338155581
Mucositis,91,3.415598191
Mucositis,91,5.311998995
Mucositis,91,11.0161466
Periimplantitis,91,25.61738042
Periimplantitis,91,5.332932253
Periimplantitis,91,-2.079280722
Periimplantitis,91,7.606920326
Periimplantitis,91,-1.851007751
Periimplantitis,91,-2.052467576
Periimplantitis,91,16.53098878
Periimplantitis,91,21.42466672
Periimplantitis,91,20.30681655
Periimplantitis,91,50.36780591
Periimplantitis,91,16.60792827
Periimplantitis,91,5.783281852
Periimplantitis,91,16.03045904
Periimplantitis,91,-1.382525376
Healthy,91,12.85230216
Healthy,91,-0.316711844
Healthy,91,47.62979543
Healthy,91,8.08769496
Healthy,91,26.15367893
Healthy,91,8.497110291
Healthy,91,-2.030435561
Healthy,91,-3.408910587
Healthy,91,5.955996137
Healthy,91,-0.279401363
Gisngivitis,91,5.1385233
Gisngivitis,91,-0.903915876
Gisngivitis,91,3.660057658
Gisngivitis,91,109.7168192
Gisngivitis,91,188.87105
Gisngivitis,91,635.143892
Gisngivitis,91,97.16508671
Gisngivitis,91,12.88833754
Gisngivitis,91,28.3157735
Gisngivitis,91,97.56763882
Mucositis,91,0.782507809
Mucositis,91,6.135392141
Mucositis,91,16.2774607
Mucositis,91,0.006396115
Mucositis,91,18.40504436
Mucositis,91,14.76045258
Mucositis,91,-1.761311029
Mucositis,91,13.67637836
Mucositis,91,24.65615099
Mucositis,91,29.28995953
Mucositis,91,-1.724790707
Mucositis,91,-3.188468182
Mucositis,91,3.494095283
Mucositis,91,4.951222516
Mucositis,91,9.657969948
Periimplantitis,91,23.93833358
Periimplantitis,91,4.954857156
Periimplantitis,91,-2.10830044
Periimplantitis,91,5.689140727
Periimplantitis,91,-1.667258321
Periimplantitis,91,-2.114489291
Periimplantitis,91,15.07809495
Periimplantitis,91,20.75738087
Periimplantitis,91,19.41896378
Periimplantitis,91,47.11504922
Periimplantitis,91,15.12561834
Periimplantitis,91,4.504558482
Periimplantitis,91,15.46585936
Periimplantitis,91,-1.747887134
Healthy,91,12.47636527
Healthy,91,-0.722228405
Healthy,91,43.99407892
Healthy,91,7.450707202
Healthy,91,24.30563677
Healthy,91,6.755416957
Healthy,91,-1.944654253
Healthy,91,-3.315486557
Healthy,91,5.700756956
Healthy,91,-0.466111658
Gisngivitis,91,4.485753724
Gisngivitis,91,-1.290372622
Gisngivitis,91,3.085809406
Gisngivitis,91,101.2838669
Gisngivitis,91,167.3084472
Gisngivitis,91,623.4500833
Gisngivitis,91,104.3702996
Gisngivitis,91,11.57510697
Gisngivitis,91,27.57886946
Gisngivitis,91,85.94391394
Mucositis,91,0.998757351
Mucositis,91,5.26568542
Mucositis,91,14.9864665
Mucositis,91,-0.473644335
Mucositis,91,16.69172166
Mucositis,91,13.68166509
Mucositis,91,-2.073586837
Mucositis,91,12.67065845
Mucositis,91,23.60202669
Mucositis,91,29.61150743
Mucositis,91,-1.684351986
Mucositis,91,-3.740558737
Mucositis,91,3.770774582
Mucositis,91,4.411987083
Mucositis,91,8.202410027
Periimplantitis,91,22.30183977
Periimplantitis,91,4.616662116
Periimplantitis,91,-1.922095893
Periimplantitis,91,4.081216605
Periimplantitis,91,-1.623203752
Periimplantitis,91,-2.001428208
Periimplantitis,91,13.50839766
Periimplantitis,91,19.66035832
Periimplantitis,91,18.92559128
Periimplantitis,91,43.67620259
Periimplantitis,91,14.29565949
Periimplantitis,91,3.291835157
Periimplantitis,91,14.8330062
Periimplantitis,91,-2.132771251
Healthy,92,12.1623246
Healthy,92,-0.869899023
Healthy,92,40.5654401
Healthy,92,7.270010946
Healthy,92,22.19045462
Healthy,92,5.373879076
Healthy,92,-1.881382459
Healthy,92,-3.226304639
Healthy,92,5.152399118
Healthy,92,-0.65473699
Gisngivitis,92,3.925465421
Gisngivitis,92,-1.513101117
Gisngivitis,92,2.590929115
Gisngivitis,92,91.63352287
Gisngivitis,92,143.78773
Gisngivitis,92,605.5847399
Gisngivitis,92,112.5827415
Gisngivitis,92,10.44991229
Gisngivitis,92,25.46133393
Gisngivitis,92,73.65783578
Mucositis,92,1.384498997
Mucositis,92,4.215960746
Mucositis,92,13.85969431
Mucositis,92,-0.686928371
Mucositis,92,15.11501212
Mucositis,92,12.7033451
Mucositis,92,-2.424497135
Mucositis,92,11.48890731
Mucositis,92,22.11947104
Mucositis,92,29.45207847
Mucositis,92,-1.432863915
Mucositis,92,-4.485702717
Mucositis,92,4.09638009
Mucositis,92,3.784168185
Mucositis,92,6.850466895
Periimplantitis,92,20.53900298
Periimplantitis,92,3.939080398
Periimplantitis,92,-1.670996738
Periimplantitis,92,2.706309943
Periimplantitis,92,-1.746774545
Periimplantitis,92,-1.937400365
Periimplantitis,92,11.83733037
Periimplantitis,92,18.29124177
Periimplantitis,92,18.6065904
Periimplantitis,92,40.5232447
Periimplantitis,92,13.69269332
Periimplantitis,92,2.234531948
Periimplantitis,92,14.13205456
Periimplantitis,92,-2.498126502
Healthy,92,11.80827678
Healthy,92,-0.820579185
Healthy,92,37.56915509
Healthy,92,7.462564025
Healthy,92,20.07477046
Healthy,92,4.310632953
Healthy,92,-2.002187261
Healthy,92,-2.876638247
Healthy,92,4.004585007
Healthy,92,-0.644371513
Gisngivitis,92,3.336725424
Gisngivitis,92,-1.409407889
Gisngivitis,92,2.072629467
Gisngivitis,92,81.00518247
Gisngivitis,92,120.105096
Gisngivitis,92,584.6719493
Gisngivitis,92,121.067086
Gisngivitis,92,9.470769898
Gisngivitis,92,22.17956703
Gisngivitis,92,61.37646071
Mucositis,92,1.619226784
Mucositis,92,3.45423478
Mucositis,92,13.00987816
Mucositis,92,-0.676085028
Mucositis,92,13.6669015
Mucositis,92,11.81562165
Mucositis,92,-2.61071459
Mucositis,92,10.33780866
Mucositis,92,20.35970584
Mucositis,92,28.91365422
Mucositis,92,-1.081522867
Mucositis,92,-4.919440606
Mucositis,92,4.6035549
Mucositis,92,3.33859489
Mucositis,92,5.537849114
Periimplantitis,92,18.63893866
Periimplantitis,92,2.886943086
Periimplantitis,92,-1.514142357
Periimplantitis,92,1.639013465
Periimplantitis,92,-1.743058372
Periimplantitis,92,-2.174372982
Periimplantitis,92,10.26475164
Periimplantitis,92,16.93809205
Periimplantitis,92,18.22419053
Periimplantitis,92,37.90708527
Periimplantitis,92,13.10840637
Periimplantitis,92,1.401974458
Periimplantitis,92,13.5019678
Periimplantitis,92,-2.866632647
Healthy,93,10.99283301
Healthy,93,-0.423694754
Healthy,93,35.01687892
Healthy,93,7.719035271
Healthy,93,20.13470407
Healthy,93,2.927240416
Healthy,93,-2.161802809
Healthy,93,-2.723905901
Healthy,93,3.08636705
Healthy,93,-0.470564976
Gisngivitis,93,2.995133325
Gisngivitis,93,-1.041524798
Gisngivitis,93,1.566159207
Gisngivitis,93,70.46336161
Gisngivitis,93,100.9878084
Gisngivitis,93,565.6721273
Gisngivitis,93,127.6835565
Gisngivitis,93,8.46230306
Gisngivitis,93,18.69206346
Gisngivitis,93,51.46384815
Mucositis,93,1.726072261
Mucositis,93,3.044176565
Mucositis,93,12.3778103
Mucositis,93,-0.572895444
Mucositis,93,12.40637852
Mucositis,93,10.94888154
Mucositis,93,-2.736765472
Mucositis,93,9.317203286
Mucositis,93,18.42468016
Mucositis,93,28.12524237
Mucositis,93,-0.867765625
Mucositis,93,-4.995698308
Mucositis,93,4.792719457
Mucositis,93,3.139444679
Mucositis,93,4.150046603
Periimplantitis,93,17.0612778
Periimplantitis,93,1.954911053
Periimplantitis,93,-1.150623337
Periimplantitis,93,0.806596327
Periimplantitis,93,-1.493129829
Periimplantitis,93,-2.884892989
Periimplantitis,93,9.089191438
Periimplantitis,93,15.5804297
Periimplantitis,93,17.52021601
Periimplantitis,93,35.66809658
Periimplantitis,93,12.44169871
Periimplantitis,93,0.896296016
Periimplantitis,93,12.85383322
Periimplantitis,93,-3.359664724
Healthy,93,9.530094026
Healthy,93,0.247845724
Healthy,93,33.07549939
Healthy,93,7.424010171
Healthy,93,21.79941326
Healthy,93,1.984484644
Healthy,93,-2.157053781
Healthy,93,-2.539223677
Healthy,93,2.797884123
Healthy,93,-0.180117908
Gisngivitis,93,2.929013275
Gisngivitis,93,-0.813814645
Gisngivitis,93,1.325253948
Gisngivitis,93,61.06852854
Gisngivitis,93,85.24068013
Gisngivitis,93,551.8637809
Gisngivitis,93,131.1421577
Gisngivitis,93,7.25285637
Gisngivitis,93,15.52620075
Gisngivitis,93,44.01016788
Mucositis,93,1.669671826
Mucositis,93,2.700287023
Mucositis,93,11.90984552
Mucositis,93,-0.623540174
Mucositis,93,11.27046035
Mucositis,93,10.08889782
Mucositis,93,-2.925149456
Mucositis,93,8.494589452
Mucositis,93,16.65026454
Mucositis,93,27.05455464
Mucositis,93,-0.982497083
Mucositis,93,-4.658392264
Mucositis,93,4.239560359
Mucositis,93,3.04726049
Mucositis,93,2.607701991
Periimplantitis,93,15.9659495
Periimplantitis,93,1.747461596
Periimplantitis,93,-0.901380777
Periimplantitis,93,0.064408253
Periimplantitis,93,-1.25191375
Periimplantitis,93,-3.96163756
Periimplantitis,93,8.341354641
Periimplantitis,93,14.31380606
Periimplantitis,93,16.36253671
Periimplantitis,93,33.70938361
Periimplantitis,93,11.82978534
Periimplantitis,93,0.614440175
Periimplantitis,93,11.91593916
Periimplantitis,93,-3.515217159
Healthy,94,7.949101732
Healthy,94,0.963322461
Healthy,94,31.47582947
Healthy,94,6.613405181
Healthy,94,22.30174246
Healthy,94,2.6408864
Healthy,94,-1.938612714
Healthy,94,-2.691392265
Healthy,94,2.832435589
Healthy,94,0.090373143
Gisngivitis,94,3.030271596
Gisngivitis,94,-0.955615462
Gisngivitis,94,1.245293428
Gisngivitis,94,53.33445564
Gisngivitis,94,72.39579733
Gisngivitis,94,543.376724
Gisngivitis,94,131.3108973
Gisngivitis,94,6.051081274
Gisngivitis,94,12.67875363
Gisngivitis,94,38.70449897
Mucositis,94,1.405460247
Mucositis,94,2.166957287
Mucositis,94,11.37922969
Mucositis,94,-0.936700019
Mucositis,94,10.2106267
Mucositis,94,9.071946559
Mucositis,94,-3.027194781
Mucositis,94,7.818522387
Mucositis,94,15.13616835
Mucositis,94,25.75318513
Mucositis,94,-1.17895771
Mucositis,94,-4.01965446
Mucositis,94,3.41415489
Mucositis,94,3.132209112
Mucositis,94,0.980324589
Periimplantitis,94,15.29695867
Periimplantitis,94,1.713495375
Periimplantitis,94,-1.380337753
Periimplantitis,94,-0.857724622
Periimplantitis,94,-1.336952682
Periimplantitis,94,-4.623654604
Periimplantitis,94,8.046239659
Periimplantitis,94,13.06476956
Periimplantitis,94,14.9649673
Periimplantitis,94,31.84829383
Periimplantitis,94,11.47571406
Periimplantitis,94,0.293775784
Periimplantitis,94,10.67183687
Periimplantitis,94,-3.051810556
Healthy,94,6.743635831
Healthy,94,1.455311792
Healthy,94,29.70757275
Healthy,94,5.799459543
Healthy,94,20.93222676
Healthy,94,3.378153683
Healthy,94,-1.836790473
Healthy,94,-2.912702593
Healthy,94,2.750725779
Healthy,94,0.310780365
Gisngivitis,94,3.061696941
Gisngivitis,94,-1.348394898
Gisngivitis,94,1.188717356
Gisngivitis,94,47.77491531
Gisngivitis,94,61.98524629
Gisngivitis,94,540.3407702
Gisngivitis,94,128.057783
Gisngivitis,94,5.15168992
Gisngivitis,94,10.25673409
Gisngivitis,94,35.2359205
Mucositis,94,1.438899879
Mucositis,94,1.868542711
Mucositis,94,10.55168603
Mucositis,94,-1.404595889
Mucositis,94,9.2818615
Mucositis,94,8.154746982
Mucositis,94,-2.929859074
Mucositis,94,7.249596649
Mucositis,94,13.82753813
Mucositis,94,24.22128041
Mucositis,94,-1.397421304
Mucositis,94,-3.754346021
Mucositis,94,2.83166254
Mucositis,94,3.198286702
Mucositis,94,-0.384509252
Periimplantitis,94,14.89543289
Periimplantitis,94,1.802065485
Periimplantitis,94,-1.2627257
Periimplantitis,94,-1.629600969
Periimplantitis,94,-1.542571448
Periimplantitis,94,-5.255538942
Periimplantitis,94,7.841822341
Periimplantitis,94,11.89759074
Periimplantitis,94,13.74852375
Periimplantitis,94,29.97261959
